symbol,date,close_price,currency
CHN300,2025-01-31,6.0445,CNY
CHN300,2025-02-28,6.7699,CNY
CHN300,2025-03-31,6.3876,CNY
CHN300,2025-04-30,6.8797,CNY
CHN300,2025-05-31,6.9129,CNY
CHN300,2025-06-30,7.3113,CNY
CHN300,2025-07-31,6.7152,CNY
CHN300,2025-08-31,6.8844,CNY
CHN300,2025-09-30,6.5279,CNY
CHN300,2025-10-31,7.1374,CNY
CHN300,2025-11-30,7.5327,CNY
CHN300,2025-12-31,6.9324,CNY
CHN500,2025-01-31,7.9215,CNY
CHN500,2025-02-28,8.5735,CNY
CHN500,2025-03-31,8.4123,CNY
CHN500,2025-04-30,7.4028,CNY
CHN500,2025-05-31,6.7639,CNY
CHN500,2025-06-30,6.7064,CNY
CHN500,2025-07-31,6.4526,CNY
CHN500,2025-08-31,6.8180,CNY
CHN500,2025-09-30,6.2065,CNY
CHN500,2025-10-31,6.3638,CNY
CHN500,2025-11-30,6.7824,CNY
CHN500,2025-12-31,6.5753,CNY
CHN1000,2025-01-31,6.1135,CNY
CHN1000,2025-02-28,6.5231,CNY
CHN1000,2025-03-31,7.1076,CNY
CHN1000,2025-04-30,6.6182,CNY
CHN1000,2025-05-31,6.7938,CNY
CHN1000,2025-06-30,7.6091,CNY
CHN1000,2025-07-31,7.6010,CNY
CHN1000,2025-08-31,7.9967,CNY
CHN1000,2025-09-30,8.3344,CNY
CHN1000,2025-10-31,8.8146,CNY
CHN1000,2025-11-30,8.4194,CNY
CHN1000,2025-12-31,8.4911,CNY
SSE50,2025-01-31,4.4136,CNY
SSE50,2025-02-28,4.0662,CNY
SSE50,2025-03-31,4.2706,CNY
SSE50,2025-04-30,3.8203,CNY
SSE50,2025-05-31,4.0967,CNY
SSE50,2025-06-30,4.2759,CNY
SSE50,2025-07-31,4.4126,CNY
SSE50,2025-08-31,4.3658,CNY
SSE50,2025-09-30,4.5083,CNY
SSE50,2025-10-31,4.5352,CNY
SSE50,2025-11-30,4.2925,CNY
SSE50,2025-12-31,4.0474,CNY
CHINEXT,2025-01-31,6.6009,CNY
CHINEXT,2025-02-28,7.1321,CNY
CHINEXT,2025-03-31,7.3510,CNY
