symbol,date,close_price,currency
CHN300,2023-01-31,3.7228,CNY
CHN300,2023-02-28,4.0459,CNY
CHN300,2023-03-31,4.0468,CNY
CHN300,2023-04-30,4.2228,CNY
CHN300,2023-05-31,4.6752,CNY
CHN300,2023-06-30,4.6048,CNY
CHN300,2023-07-31,4.6444,CNY
CHN300,2023-08-31,4.8857,CNY
CHN300,2023-09-30,4.9310,CNY
CHN300,2023-10-31,5.3414,CNY
CHN300,2023-11-30,5.7952,CNY
CHN300,2023-12-31,5.4986,CNY
CHN500,2023-01-31,10.9768,CNY
CHN500,2023-02-28,10.4737,CNY
CHN500,2023-03-31,10.4243,CNY
CHN500,2023-04-30,10.8934,CNY
CHN500,2023-05-31,10.5554,CNY
CHN500,2023-06-30,10.4588,CNY
CHN500,2023-07-31,9.9040,CNY
CHN500,2023-08-31,10.0482,CNY
CHN500,2023-09-30,10.0557,CNY
CHN500,2023-10-31,10.2141,CNY
CHN500,2023-11-30,10.9571,CNY
CHN500,2023-12-31,10.1127,CNY
CHN1000,2023-01-31,3.9913,CNY
CHN1000,2023-02-28,3.9195,CNY
CHN1000,2023-03-31,3.7371,CNY
CHN1000,2023-04-30,4.1855,CNY
CHN1000,2023-05-31,4.2719,CNY
CHN1000,2023-06-30,3.9011,CNY
CHN1000,2023-07-31,3.7155,CNY
CHN1000,2023-08-31,4.0300,CNY
CHN1000,2023-09-30,3.9353,CNY
CHN1000,2023-10-31,3.9338,CNY
CHN1000,2023-11-30,4.0006,CNY
CHN1000,2023-12-31,4.1061,CNY
SSE50,2023-01-31,4.2097,CNY
SSE50,2023-02-28,3.9805,CNY
SSE50,2023-03-31,3.7369,CNY
SSE50,2023-04-30,3.9753,CNY
SSE50,2023-05-31,4.1605,CNY
SSE50,2023-06-30,4.3872,CNY
SSE50,2023-07-31,4.2157,CNY
SSE50,2023-08-31,4.2017,CNY
SSE50,2023-09-30,4.0896,CNY
SSE50,2023-10-31,3.5988,CNY
SSE50,2023-11-30,3.4813,CNY
SSE50,2023-12-31,3.7025,CNY
CHINEXT,2023-01-31,5.8156,CNY
CHINEXT,2023-02-28,6.5135,CNY
CHINEXT,2023-03-31,7.1701,CNY
CHINEXT,2023-04-30,6.4094,CNY
CHINEXT,2023-05-31,6.3969,CNY
CHINEXT,2023-06-30,6.2617,CNY
CHINEXT,2023-07-31,5.8125,CNY
CHINEXT,2023-08-31,6.5099,CNY
CHINEXT,2023-09-30,6.1230,CNY
CHINEXT,2023-10-31,5.8199,CNY
CHINEXT,2023-11-30,5.8999,CNY
CHINEXT,2023-12-31,6.6079,CNY
USP500,2023-01-31,96.0027,USD
USP500,2023-02-28,91.0044,USD
USP500,2023-03-31,95.2184,USD
USP500,2023-04-30,91.6497,USD
USP500,2023-05-31,90.7108,USD
USP500,2023-06-30,92.9711,USD
USP500,2023-07-31,94.0603,USD
USP500,2023-08-31,91.7493,USD
